City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
287,Sicamous,CA,2020-04-18 23:04:20,50.83,-118.99,55.17,54,62,4.07
288,Narrabri,AU,2020-04-18 23:07:08,-30.32,149.78,57.0,71,0,4.7
289,Oksbol,DK,2020-04-18 23:07:08,55.63,8.29,39.2,64,0,5.82
290,Bethel,US,2020-04-18 22:55:12,41.37,-73.41,42.8,82,90,12.75
291,New Haven,US,2020-04-18 23:03:28,41.31,-72.93,44.01,86,75,8.99
292,Pustoshka,RU,2020-04-18 23:07:09,56.34,29.37,34.05,85,100,9.37
293,Hohhot,CN,2020-04-18 23:07:09,40.81,111.65,42.8,87,20,8.95
294,Ahipara,NZ,2020-04-18 22:59:08,-35.17,173.17,67.3,74,91,9.64
295,Vao,NC,2020-04-18 23:07:10,-22.67,167.48,76.46,68,48,9.55
296,Nuevo Progreso,MX,2020-04-18 23:07:10,23.17,-97.95,84.0,65,57,5.01
297,Yuci,CN,2020-04-18 23:07:10,37.68,112.73,44.6,87,40,4.47
298,Port-Gentil,GA,2020-04-18 23:03:46,-0.72,8.78,81.61,85,66,10.07
299,Esil,KZ,2020-04-18 23:07:11,51.96,66.4,49.3,70,98,9.57
300,Carutapera,BR,2020-04-18 23:03:04,-1.2,-46.02,79.18,84,91,5.48
301,Pasaco,GT,2020-04-18 23:07:11,13.98,-90.21,96.8,20,40,2.24
302,Cabedelo,BR,2020-04-18 23:07:11,-6.98,-34.83,80.6,88,20,4.18
303,Opuwo,NA,2020-04-18 23:07:12,-18.06,13.84,70.02,42,58,5.17
304,Wanaka,NZ,2020-04-18 23:05:08,-44.7,169.15,47.59,62,84,8.23
305,Suda,RU,2020-04-18 23:07:12,59.15,37.56,29.77,97,70,3.22
306,Nouadhibou,MR,2020-04-18 22:54:12,20.93,-17.03,68.0,77,0,14.99
307,Pemberton,CA,2020-04-18 23:04:32,50.32,-122.8,59.0,41,90,3.36
308,Xiashi,CN,2020-04-18 23:07:13,30.54,120.69,61.0,99,100,4.05
309,Mattru,SL,2020-04-18 23:07:14,7.62,-11.83,76.95,83,88,3.04
310,Lavumisa,SZ,2020-04-18 23:07:14,-27.31,31.89,71.6,83,100,2.24
311,Krasnogvardeyskoye,RU,2020-04-18 23:07:14,45.85,41.52,49.57,71,97,3.15
312,Tura,IN,2020-04-18 23:07:14,25.52,90.22,65.77,79,12,1.36
313,Fortuna,US,2020-04-18 23:02:58,40.6,-124.16,57.99,76,90,3.36
314,Ipameri,BR,2020-04-18 23:07:15,-17.72,-48.16,67.66,78,100,4.03
315,Oranjemund,NA,2020-04-18 23:07:15,-28.55,16.43,56.84,82,9,2.04
316,Bathsheba,BB,2020-04-18 22:55:09,13.22,-59.52,80.6,69,20,16.11
317,Pangnirtung,CA,2020-04-18 22:56:08,66.15,-65.71,3.31,85,97,4.18
318,Burns Lake,CA,2020-04-18 23:07:15,54.23,-125.75,55.56,34,18,3.56
319,Foam Lake,CA,2020-04-18 23:07:16,51.65,-103.53,25.36,90,88,11.14
320,Quelimane,MZ,2020-04-18 22:55:04,-17.88,36.89,78.8,88,75,5.82
321,Sur,OM,2020-04-18 23:07:16,22.57,59.53,81.27,55,19,8.14
322,Marsabit,KE,2020-04-18 23:04:27,2.33,37.99,66.63,69,100,5.32
323,Adrar,MR,2020-04-18 23:00:14,20.5,-10.07,74.77,35,80,10.36
324,Hambantota,LK,2020-04-18 23:04:39,6.12,81.12,80.44,83,24,5.95
325,Lafia,NG,2020-04-18 23:07:17,8.48,8.52,84.2,61,49,4.74
326,Semey,KZ,2020-04-18 23:07:17,50.41,80.23,37.4,74,0,2.01
327,Bitung,ID,2020-04-18 23:07:17,1.45,125.18,75.2,100,20,1.12
328,Waddan,LY,2020-04-18 23:00:55,29.16,16.14,67.15,32,9,11.43
329,Raton,US,2020-04-18 23:07:18,36.9,-104.44,66.2,11,20,24.16
330,Antofagasta,CL,2020-04-18 22:57:58,-23.65,-70.4,64.4,72,40,13.87
331,Thai Binh,VN,2020-04-18 23:05:25,20.45,106.33,77.0,94,95,4.7
332,Nuuk,GL,2020-04-18 23:00:36,64.18,-51.72,28.4,54,97,20.8
333,Vilhena,BR,2020-04-18 23:07:19,-12.74,-60.15,77.0,78,74,2.24
334,Kovdor,RU,2020-04-18 23:07:19,67.57,30.48,28.99,97,57,4.38
335,Raduzhnyy,RU,2020-04-18 23:07:19,62.1,77.47,47.64,83,100,15.9
336,Port Pirie,AU,2020-04-18 23:07:20,-33.18,138.02,51.8,93,25,3.36
337,Richards Bay,ZA,2020-04-18 23:04:09,-28.78,32.04,72.46,79,40,8.46
338,Suntar,RU,2020-04-18 23:07:20,62.14,117.63,16.07,90,95,6.62
339,Port Hardy,CA,2020-04-18 22:57:23,50.7,-127.42,51.8,81,20,5.82
340,Shenjiamen,CN,2020-04-18 23:07:21,29.96,122.3,60.33,97,100,15.3
341,Krasnyy Kholm,RU,2020-04-18 23:07:21,58.06,37.12,32.25,90,97,2.77
342,Melchor De Mencos,GT,2020-04-18 23:07:22,17.07,-89.15,98.6,39,40,6.93
343,Samarai,PG,2020-04-18 23:07:22,-10.62,150.67,84.61,69,97,2.93
344,Schwanewede,DE,2020-04-18 23:07:22,53.23,8.6,46.99,50,0,1.99
345,Alikalia,SL,2020-04-18 23:07:22,9.17,-11.4,73.49,80,99,4.85
346,Lucea,JM,2020-04-18 23:07:23,18.45,-78.17,84.2,74,20,16.11
347,Saint-Augustin,CA,2020-04-18 23:03:39,51.23,-58.65,24.73,92,33,13.33
348,Vallenar,CL,2020-04-18 23:02:32,-28.57,-70.76,63.28,59,4,0.92
349,Ulaangom,MN,2020-04-18 23:07:23,49.98,92.07,34.77,49,0,2.26
350,Agadez,NE,2020-04-18 23:07:23,19.75,10.25,81.91,12,0,8.37
351,Srednekolymsk,RU,2020-04-18 23:07:23,67.45,153.68,2.23,89,81,11.12
352,Hailey,US,2020-04-18 23:07:24,43.52,-114.32,57.2,28,5,13.87
353,Saint-Pierre,RE,2020-04-18 23:07:25,-21.34,55.48,77.0,83,20,19.46
354,Haines Junction,CA,2020-04-18 23:07:25,60.75,-137.51,50.52,39,6,1.19
355,Antalaha,MG,2020-04-18 23:07:25,-14.9,50.28,75.45,82,58,12.66
356,Batticaloa,LK,2020-04-18 23:07:25,7.71,81.69,80.17,82,53,4.72
357,Los Llanos De Aridane,ES,2020-04-18 22:58:13,28.66,-17.92,66.2,68,5,19.46
358,Guerrero Negro,MX,2020-04-18 23:03:21,27.98,-114.06,63.79,61,0,21.18
359,Athabasca,CA,2020-04-18 23:04:06,54.72,-113.29,43.59,50,35,7.36
360,Khani,GE,2020-04-18 23:07:26,41.96,42.96,48.2,93,40,2.24
361,Dharchula,IN,2020-04-18 23:07:27,29.85,80.53,55.58,26,19,8.55
362,Churapcha,RU,2020-04-18 23:07:27,62.0,132.43,12.7,84,0,6.73
363,Balaipungut,ID,2020-04-18 23:03:43,1.05,101.28,75.2,94,40,2.01
364,Grand Gaube,MU,2020-04-18 23:03:55,-20.01,57.66,78.01,78,75,12.75
365,Moose Factory,CA,2020-04-18 23:03:31,51.26,-80.61,41.0,80,90,14.99
366,Masuda,JP,2020-04-18 23:07:28,34.67,131.85,57.0,71,40,4.7
367,Hueyapan,MX,2020-04-18 23:07:28,18.87,-98.67,95.0,21,20,10.29
368,Pundaguitan,PH,2020-04-18 23:07:28,6.37,126.17,82.11,80,78,13.87
369,Korsakov,RU,2020-04-18 23:07:29,46.63,142.78,33.8,86,75,20.13
370,Rach Gia,VN,2020-04-18 23:07:29,10.02,105.08,81.16,81,67,9.8
371,Nyrob,RU,2020-04-18 23:07:29,60.73,56.72,34.25,92,99,6.53
372,Gazanjyk,TM,2020-04-18 23:07:29,39.24,55.52,66.31,42,0,5.61
373,Ngunguru,NZ,2020-04-18 23:07:30,-35.62,174.5,68.0,89,92,1.01
374,Aksarka,RU,2020-04-18 23:00:36,66.56,67.8,32.41,96,100,4.74
375,Nalut,LY,2020-04-18 23:02:06,30.33,10.85,75.79,20,42,23.44
376,Omboue,GA,2020-04-18 23:05:19,-1.57,9.26,79.25,87,96,4.54
377,Bengkulu,ID,2020-04-18 23:01:02,-3.8,102.27,77.59,83,87,3.89
378,Leningradskiy,RU,2020-04-18 22:58:05,69.38,178.42,5.61,88,4,8.75
379,Olga,RU,2020-04-18 23:07:31,43.74,135.29,47.12,54,7,4.29
380,Severo-Kurilsk,RU,2020-04-18 23:07:22,50.68,156.12,34.54,89,22,13.94
381,Swift Current,CA,2020-04-18 23:07:32,50.28,-107.8,37.4,47,90,17.22
382,Saint-Philippe,RE,2020-04-18 23:02:41,-21.36,55.77,77.0,83,20,19.46
383,Velingara,SN,2020-04-18 23:07:32,13.15,-14.12,81.36,23,89,8.72
384,Maracaju,BR,2020-04-18 23:07:32,-21.61,-55.17,66.85,62,11,4.14
385,Virginia Beach,US,2020-04-18 23:05:01,36.85,-75.98,57.99,50,20,13.87
386,Manado,ID,2020-04-18 23:02:55,1.49,124.85,75.2,100,20,1.12
387,Oros,BR,2020-04-18 23:07:20,-6.24,-38.91,75.15,84,100,2.26
388,Hofn,IS,2020-04-18 23:07:33,64.25,-15.21,45.46,88,99,14.67
389,Eureka,US,2020-04-18 23:07:33,40.8,-124.16,55.99,72,95,5.01
390,Thunder Bay,CA,2020-04-18 23:07:33,48.4,-89.32,50.0,37,75,12.75
391,Salinopolis,BR,2020-04-18 23:07:34,-0.61,-47.36,80.83,81,99,6.22
392,Ormara,PK,2020-04-18 23:07:34,25.21,64.64,76.37,86,55,10.27
393,Tagusao,PH,2020-04-18 23:04:16,9.19,117.81,84.36,66,23,4.94
394,Vostok,RU,2020-04-18 23:03:37,46.49,135.88,51.31,41,21,4.83
395,Yanliang,CN,2020-04-18 23:07:34,34.66,109.23,44.6,93,3,2.24
396,Hulyaypole,UA,2020-04-18 23:07:35,47.67,36.26,42.96,58,94,3.09
397,Diamantino,BR,2020-04-18 23:07:35,-14.41,-56.45,71.51,83,84,2.39
398,Methoni,GR,2020-04-18 23:07:35,36.82,21.7,60.01,93,0,4.7
399,Zlitan,LY,2020-04-18 23:07:35,32.47,14.57,65.28,62,17,9.13
400,Mount Gambier,AU,2020-04-18 23:02:59,-37.83,140.77,48.2,100,90,5.82
401,Chicama,PE,2020-04-18 23:07:36,-7.84,-79.15,73.71,71,8,6.64
402,Xichang,CN,2020-04-18 23:07:36,27.9,102.26,62.85,37,16,1.14
403,Ilulissat,GL,2020-04-18 23:07:36,69.22,-51.1,24.8,79,100,5.82
404,Vanavara,RU,2020-04-18 23:03:31,60.34,102.28,20.89,88,0,3.89
405,Boa Vista,BR,2020-04-18 22:55:09,2.82,-60.67,89.6,49,75,9.17
406,Rypefjord,NO,2020-04-18 23:07:37,70.63,23.67,37.4,93,98,19.46
407,Independence,US,2020-04-18 23:02:45,39.09,-94.42,63.0,33,1,17.22
408,Olafsvik,IS,2020-04-18 22:58:08,64.89,-23.71,35.06,85,100,2.91
409,Vila Franca Do Campo,PT,2020-04-18 22:59:55,37.72,-25.43,62.6,93,75,14.99
410,Hofgeismar,DE,2020-04-18 23:07:38,51.48,9.4,48.99,83,100,6.6
411,Gambo,CF,2020-04-18 23:07:38,4.65,22.26,71.85,83,71,3.27
412,Coihaique,CL,2020-04-18 22:58:16,-45.58,-72.07,46.4,87,90,6.93
413,Biak,ID,2020-04-18 23:05:51,-0.91,122.88,81.5,73,9,1.9
414,Angoche,MZ,2020-04-18 23:07:39,-16.23,39.91,76.37,86,3,7.4
415,Ekhabi,RU,2020-04-18 23:03:55,53.51,142.97,26.02,87,56,2.26
416,Kathu,TH,2020-04-18 23:07:39,7.92,98.33,77.0,94,20,4.7
417,Broken Hill,AU,2020-04-18 23:02:38,-31.95,141.43,55.4,54,6,6.06
418,Yalutorovsk,RU,2020-04-18 23:07:40,56.65,66.3,40.19,85,94,5.08
419,Williams Lake,CA,2020-04-18 23:07:40,52.14,-122.14,51.8,40,40,5.82
420,Waipawa,NZ,2020-04-18 23:03:54,-41.41,175.52,64.4,55,2,24.16
421,Bloomington,US,2020-04-18 23:07:40,44.84,-93.3,62.01,43,93,5.99
422,Canazas,PA,2020-04-18 23:07:40,8.32,-81.22,77.5,66,31,3.94
423,El Viejo,NI,2020-04-18 23:07:41,12.66,-87.17,95.0,50,20,4.7
424,Sarangani,PH,2020-04-18 23:07:41,5.4,125.46,83.73,75,10,14.29
425,Puerto Varas,CL,2020-04-18 23:07:41,-41.32,-72.99,57.2,82,90,12.75
426,Macedo De Cavaleiros,PT,2020-04-18 23:07:41,41.54,-6.96,48.0,99,79,2.64
427,Micheweni,TZ,2020-04-18 23:07:42,-4.97,39.83,79.32,89,100,20.69
428,Harper,LR,2020-04-18 23:07:42,4.38,-7.72,80.13,84,100,9.17
429,Susanville,US,2020-04-18 23:05:25,40.42,-120.65,62.6,29,20,21.92
430,Hasaki,JP,2020-04-18 23:07:42,35.73,140.83,61.0,58,20,9.17
431,South Ogden,US,2020-04-18 23:05:01,41.19,-111.97,60.8,21,1,6.93
432,Calabozo,VE,2020-04-18 23:07:43,8.92,-67.43,90.57,35,80,2.68
433,Pemba,MZ,2020-04-18 23:03:48,-12.97,40.52,76.48,88,67,13.47
434,Kemijarvi,FI,2020-04-18 23:07:43,66.71,27.43,26.28,96,25,5.7
435,Zhangye,CN,2020-04-18 23:07:43,38.93,100.45,55.02,21,71,2.19
436,Talakan,RU,2020-04-18 23:07:43,50.32,130.37,56.8,33,100,15.35
437,Cockburn Town,TC,2020-04-18 23:03:18,21.46,-71.14,78.58,82,32,15.01
438,Coos Bay,US,2020-04-18 23:07:44,43.37,-124.22,62.01,81,90,8.05
439,Rexburg,US,2020-04-18 23:04:36,43.83,-111.79,59.0,20,1,5.82
440,Dongsheng,CN,2020-04-18 23:07:44,39.82,109.98,43.23,47,8,15.57
441,Muhos,FI,2020-04-18 22:57:45,64.81,25.99,33.8,86,20,6.93
442,Uyuni,BO,2020-04-18 23:07:45,-20.46,-66.83,49.66,13,40,2.68
443,Samarinda,ID,2020-04-18 23:07:45,-0.5,117.15,78.08,91,100,2.21
444,Barcelos,PT,2020-04-18 23:04:20,41.54,-8.62,55.99,93,1,2.24
445,Gryazi,RU,2020-04-18 23:07:45,52.5,39.94,30.2,80,46,6.71
446,Maceio,BR,2020-04-18 23:03:33,-9.67,-35.74,80.6,88,75,4.7
447,Sajanan,TN,2020-04-18 23:07:46,37.06,9.24,73.4,56,20,1.12
448,Alice Springs,AU,2020-04-18 23:07:46,-23.7,133.88,66.2,45,20,5.82
449,Billerbeck,DE,2020-04-18 23:07:46,51.97,7.3,55.99,91,91,9.78
450,Karnobat,BG,2020-04-18 23:07:47,42.65,26.98,51.8,76,38,3.36
451,Pochutla,MX,2020-04-18 23:02:53,15.74,-96.47,88.0,58,20,17.22
452,Zhuhai,CN,2020-04-18 23:07:47,22.28,113.57,75.2,100,40,6.93
453,Marsa Matruh,EG,2020-04-18 23:07:48,31.35,27.25,60.8,77,20,5.82
454,Praia,CV,2020-04-18 23:06:08,14.92,-23.51,73.4,60,40,21.92
455,Fairbanks,US,2020-04-18 23:01:18,64.84,-147.72,43.0,100,90,3.36
456,Salta,AR,2020-04-18 23:07:48,-24.79,-65.41,69.8,63,20,8.05
457,Kushima,JP,2020-04-18 23:04:33,31.46,131.23,53.6,87,75,4.7
458,Alyangula,AU,2020-04-18 23:07:49,-13.85,136.42,75.2,94,54,5.97
459,Abilene,US,2020-04-18 23:07:49,32.45,-99.73,64.99,63,90,11.41
460,Garowe,SO,2020-04-18 23:07:49,8.41,48.48,75.47,71,68,9.86
461,Sioux Lookout,CA,2020-04-18 23:00:48,50.1,-91.92,35.6,55,90,12.75
462,Matinha,BR,2020-04-18 23:07:50,-3.1,-45.03,75.06,95,100,2.21
463,Huarmey,PE,2020-04-18 23:07:50,-10.07,-78.15,72.61,76,36,7.9
464,Novaya Malykla,RU,2020-04-18 23:07:50,54.2,49.95,34.48,85,8,6.51
465,Businga,CD,2020-04-18 23:03:53,3.33,20.88,70.2,82,68,1.57
466,Melfi,IT,2020-04-18 23:07:50,41.0,15.65,59.0,44,75,5.82
467,Kingman,US,2020-04-18 23:04:13,35.19,-114.05,72.0,29,75,12.75
468,Nelson Bay,AU,2020-04-18 23:07:51,-32.72,152.15,64.0,76,11,5.82
469,Mudkhed,IN,2020-04-18 23:07:51,19.17,77.52,82.02,27,28,2.04
470,Moussoro,TD,2020-04-18 23:07:51,13.64,16.49,81.97,13,14,12.39
471,Faanui,PF,2020-04-18 23:03:22,-16.48,-151.75,82.78,74,25,10.63
472,Beira,MZ,2020-04-18 23:07:52,-19.84,34.84,80.6,69,40,18.34
473,Bilma,NE,2020-04-18 23:00:47,18.69,12.92,82.65,13,10,6.73
474,Yerbogachen,RU,2020-04-18 23:07:52,61.28,108.01,15.58,87,35,7.18
475,Imbituba,BR,2020-04-18 23:05:13,-28.24,-48.67,69.8,73,40,5.82
476,Shaunavon,CA,2020-04-18 23:07:53,49.65,-108.42,38.19,47,99,11.92
477,Meridian,US,2020-04-18 23:05:53,43.61,-116.39,68.0,19,1,9.17
478,Morant Bay,JM,2020-04-18 23:07:54,17.88,-76.41,84.2,70,40,18.34
479,Hobyo,SO,2020-04-18 22:55:55,5.35,48.53,83.7,74,89,10.13
480,Mehamn,NO,2020-04-18 23:03:00,71.04,27.85,33.3,93,39,4.99
481,Shediac,CA,2020-04-18 23:07:54,46.22,-64.54,41.0,41,40,9.17
482,Cidreira,BR,2020-04-18 23:07:55,-30.18,-50.21,67.82,81,0,12.93
483,Bichena,ET,2020-04-18 23:07:55,10.45,38.2,56.62,34,100,0.31
484,North Adams,US,2020-04-18 23:07:55,42.7,-73.11,43.0,56,90,8.05
485,Yuzhnyy,RU,2020-04-18 23:07:55,53.25,83.69,41.0,38,0,6.71
486,Erenhot,CN,2020-04-18 23:07:56,43.65,111.98,44.96,60,76,7.65
487,Neiafu,TO,2020-04-18 23:07:56,-18.65,-173.98,84.2,74,75,12.75
488,Novyy Yarychiv,UA,2020-04-18 23:07:56,49.9,24.31,42.8,38,77,4.47
489,Quibdo,CO,2020-04-18 23:07:56,5.69,-76.66,80.6,78,75,0.78
490,Iracoubo,GF,2020-04-18 23:07:57,5.48,-53.2,79.92,83,75,9.69
491,Altoona,US,2020-04-18 23:07:57,40.52,-78.39,48.0,49,12,1.99
492,San Policarpo,PH,2020-04-18 23:07:57,12.18,125.51,82.92,74,16,12.86
493,Never,FR,2020-04-18 23:07:57,46.99,3.16,54.0,87,93,2.28
494,Oussouye,SN,2020-04-18 23:07:57,12.48,-16.55,78.8,73,54,13.87
495,Sola,VU,2020-04-18 23:04:20,-13.88,167.55,83.26,77,67,11.14
496,Lusambo,CD,2020-04-18 23:07:58,-4.97,23.45,70.38,80,97,1.57
497,Beloha,MG,2020-04-18 23:07:58,-25.17,45.05,70.66,83,6,12.28
498,Ewa Beach,US,2020-04-18 23:03:06,21.32,-158.01,80.6,51,75,4.7
499,Yerofey Pavlovich,RU,2020-04-18 23:07:59,53.97,121.97,22.21,83,100,10.89
500,Hebi,CN,2020-04-18 23:07:59,35.9,114.19,54.54,69,96,3.36
501,Ko Samui,TH,2020-04-18 23:07:59,9.54,99.94,84.2,79,20,8.05
502,Rapid Valley,US,2020-04-18 23:07:59,44.06,-103.15,59.0,51,90,26.4
503,Bantou,CN,2020-04-18 23:07:59,26.22,117.49,72.23,78,92,3.74
504,Manta,EC,2020-04-18 23:03:01,-0.95,-80.73,77.02,81,56,4.63
505,Zambezi,ZM,2020-04-18 23:08:00,-13.54,23.1,64.71,64,89,4.88
506,Tezu,IN,2020-04-18 23:08:00,27.92,96.17,68.9,69,78,1.88
507,Empalme,MX,2020-04-18 23:08:00,27.97,-110.82,86.0,34,5,17.22
508,Jaragua,BR,2020-04-18 23:08:00,-15.76,-49.33,70.11,77,100,1.39
509,Saint-Joseph,RE,2020-04-18 23:00:23,-21.37,55.62,77.0,83,20,19.46
510,Jijiga,ET,2020-04-18 23:08:01,9.35,42.8,65.64,53,99,5.61
511,Chilia Veche,RO,2020-04-18 23:08:01,45.42,29.28,48.2,70,62,2.24
512,Mpongwe,ZM,2020-04-18 23:08:01,-13.51,28.16,61.09,65,8,5.82
513,Nicoya,CR,2020-04-18 23:08:02,10.15,-85.45,95.0,34,13,11.41
514,Tocopilla,CL,2020-04-18 23:08:02,-22.09,-70.2,71.35,39,6,4.32
515,Carauari,BR,2020-04-18 23:08:02,-4.88,-66.9,74.73,93,100,2.1
516,Santa Cruz,BO,2020-04-18 23:08:02,-17.8,-63.17,80.6,36,3,8.05
517,Skibbereen,IE,2020-04-18 23:08:03,51.55,-9.27,46.4,100,90,12.75
518,Eyl,SO,2020-04-18 23:08:03,7.98,49.82,81.46,79,73,10.25
519,Maua,BR,2020-04-18 23:08:03,-23.67,-46.46,64.4,82,90,11.41
520,Usinsk,RU,2020-04-18 23:08:04,65.99,57.53,29.62,98,99,3.74
521,Wynyard,AU,2020-04-18 23:08:04,-41.0,145.72,55.99,9,69,1.99
522,Shache,CN,2020-04-18 23:08:04,38.42,77.24,53.29,45,91,8.79
523,Vanimo,PG,2020-04-18 23:08:04,-2.67,141.3,84.67,72,95,4.07
524,Eau Claire,US,2020-04-18 23:03:50,44.81,-91.5,62.6,33,75,14.99
525,Arlit,NE,2020-04-18 23:08:05,18.74,7.39,83.97,11,0,7.54
526,Suleja,NG,2020-04-18 23:08:05,9.18,7.18,82.17,56,73,7.63
527,Karratha,AU,2020-04-18 23:08:05,-20.74,116.85,84.7,49,89,7.85
528,Orotukan,RU,2020-04-18 23:08:06,62.27,151.7,-1.1,81,100,8.95
529,Jacqueville,CI,2020-04-18 23:08:06,5.21,-4.41,86.0,74,20,10.29
530,Portland,US,2020-04-18 23:03:36,45.52,-122.68,53.6,76,90,6.93
531,Isiolo,KE,2020-04-18 23:08:06,0.35,37.58,70.23,55,100,8.81
532,Osmena,PH,2020-04-18 23:08:07,10.52,119.93,84.25,77,44,12.95
533,Bud,US,2020-04-18 23:08:07,39.45,-86.18,55.4,67,1,9.17
534,Aykhal,RU,2020-04-18 22:58:46,66.0,111.5,8.6,50,1,4.47
535,Paamiut,GL,2020-04-18 23:00:40,61.99,-49.67,26.33,93,100,16.58
536,Villanueva De La Serena,ES,2020-04-18 23:08:08,38.98,-5.8,57.99,78,77,4.0
537,Barao De Melgaco,BR,2020-04-18 23:08:08,-16.19,-55.97,86.0,58,40,4.7
538,Riyadh,SA,2020-04-18 22:58:15,24.69,46.72,78.8,44,100,4.7
539,Acapulco,MX,2020-04-18 22:55:48,16.86,-99.89,84.2,74,5,11.41
540,Sheltozero,RU,2020-04-18 23:08:09,61.37,35.37,32.14,96,64,8.86
541,Kieta,PG,2020-04-18 23:08:09,-6.22,155.63,85.6,64,65,0.92
542,North Bend,US,2020-04-18 23:07:16,43.41,-124.22,57.0,81,90,8.05
543,Bitkine,TD,2020-04-18 23:08:09,11.98,18.21,77.02,13,57,4.09
544,Bundaberg,AU,2020-04-18 23:08:09,-24.85,152.35,72.0,94,75,8.16
545,Muisne,EC,2020-04-18 23:05:08,0.6,-80.03,75.2,100,75,9.17
546,Nome,US,2020-04-18 23:03:32,64.5,-165.41,34.0,100,90,8.05
547,Syracuse,IT,2020-04-18 23:02:42,37.09,15.28,57.99,87,86,5.82
548,Wanning,CN,2020-04-18 23:08:10,18.8,110.4,77.97,84,3,9.53
549,Seymchan,RU,2020-04-18 22:56:07,62.88,152.43,3.47,85,100,13.76
550,Khash,IR,2020-04-18 23:08:11,28.22,61.22,63.82,35,95,1.21
551,Hailar,CN,2020-04-18 23:08:11,49.2,119.7,32.07,64,100,14.63
552,Hanumangarh,IN,2020-04-18 23:08:11,29.58,74.32,74.14,51,38,3.8
553,Santa,PH,2020-04-18 23:06:33,17.49,120.43,85.17,61,90,1.66
554,Hualahuises,MX,2020-04-18 23:08:12,24.88,-99.67,84.94,53,74,7.49
555,San Juan,AR,2020-04-18 23:03:45,-31.54,-68.54,75.94,30,0,1.01
556,Myitkyina,MM,2020-04-18 23:04:56,25.38,97.4,69.76,77,43,1.97
557,Ohaeawai,NZ,2020-04-18 23:08:12,-35.35,173.88,68.0,92,97,3.0
558,Halifax,CA,2020-04-18 23:03:38,44.65,-63.57,37.0,74,100,3.0
559,Lazaro Cardenas,MX,2020-04-18 22:55:42,17.96,-102.2,81.37,63,61,8.01
560,Surskoye,RU,2020-04-18 23:08:13,54.48,46.72,33.06,88,22,6.91
561,Maltahohe,NA,2020-04-18 23:08:13,-24.83,16.98,68.0,19,27,1.7
562,Ipixuna,BR,2020-04-18 23:08:14,-1.76,-48.8,78.8,94,40,3.36
563,Atar,MR,2020-04-18 23:01:09,20.52,-13.05,70.0,24,0,10.51
564,Mosquera,CO,2020-04-18 23:06:54,4.71,-74.23,62.6,55,40,11.41
565,Okha,RU,2020-04-18 23:08:14,53.57,142.95,26.1,86,56,2.26
566,El Tarra,CO,2020-04-18 23:08:15,8.58,-73.09,76.82,73,46,1.9
567,Kosino,RU,2020-04-18 23:08:15,58.41,51.28,30.69,95,74,5.17
568,Santa Vitoria Do Palmar,BR,2020-04-18 23:08:15,-33.52,-53.37,64.36,84,13,10.36
569,Tucuman,AR,2020-04-18 23:07:02,-26.82,-65.22,75.2,57,0,5.82
570,Nova Borova,UA,2020-04-18 23:08:16,50.69,28.63,37.85,69,88,5.84
571,Tiruttani,IN,2020-04-18 23:08:16,13.18,79.61,82.4,88,20,3.69
572,Narok,KE,2020-04-18 23:08:16,-1.08,35.86,59.92,54,100,2.15
573,Shetpe,KZ,2020-04-18 23:08:16,44.17,52.12,54.46,56,69,4.79
574,Rena,NO,2020-04-18 23:08:16,61.13,11.36,30.99,82,0,1.99
